"coef_int","coef_yr","era","threshold","diff"
1.00768940908105,-1.07076606005065e-05,"pre",-2,-1.07076606005065e-05
-0.686714623065558,0.000832001070172085,"post",-2,0.000832001070172085
1.00768940908105,-1.07076606005065e-05,"pre",-1.975,-1.07076606005065e-05
-0.5941856547562,0.000784418586110477,"post",-1.975,0.000784418586110477
0.735313792167626,0.000125710543044585,"pre",-1.95,0.000125710543044585
-0.5941856547562,0.000784418586110477,"post",-1.95,0.000784418586110477
0.529486425659161,0.000228185258522389,"pre",-1.925,0.000228185258522389
0.0118510327823934,0.000481996267857834,"post",-1.925,0.000481996267857834
0.495748337122301,0.000244451007971368,"pre",-1.9,0.000244451007971368
0.584655286062652,0.000195434274639494,"post",-1.9,0.000195434274639494
0.395100077818584,0.000294520622594074,"pre",-1.875,0.000294520622594074
0.28959965383909,0.00034098369675438,"post",-1.875,0.00034098369675438
0.607461141955284,0.000186472900268441,"pre",-1.85,0.000186472900268441
0.230401268602643,0.00036981876019152,"post",-1.85,0.00036981876019152
0.800458340834821,8.88580967712922e-05,"pre",-1.825,8.88580967712922e-05
1.00516907046021,-1.71781438332379e-05,"post",-1.825,-1.71781438332379e-05
0.611856354585764,0.000183309100313211,"pre",-1.8,0.000183309100313211
0.725063632058442,0.000121556595345447,"post",-1.8,0.000121556595345447
0.490975741585492,0.000243216334018422,"pre",-1.775,0.000243216334018422
0.725063632058442,0.000121556595345447,"post",-1.775,0.000121556595345447
0.411404863169957,0.000282541201554411,"pre",-1.75,0.000282541201554411
0.961835223638232,2.86028739082024e-06,"post",-1.75,2.86028739082024e-06
0.413239918870553,0.000280572200349355,"pre",-1.725,0.000280572200349355
0.961835223638232,2.86028739082024e-06,"post",-1.725,2.86028739082024e-06
0.0448702333340097,0.000465463157913014,"pre",-1.7,0.000465463157913014
0.961835223638232,2.86028739082024e-06,"post",-1.7,2.86028739082024e-06
0.367738716493249,0.00030141573313063,"pre",-1.675,0.00030141573313063
1.0344307347062,-3.48561485088623e-05,"post",-1.675,-3.48561485088623e-05
0.293153206613627,0.000338580476177723,"pre",-1.65,0.000338580476177723
0.789751362957489,8.56920707788572e-05,"post",-1.65,8.56920707788572e-05
0.170688788222164,0.000398947627551486,"pre",-1.625,0.000398947627551486
0.789751362957489,8.56920707788572e-05,"post",-1.625,8.56920707788572e-05
-0.406216714566972,0.00068754321878141,"pre",-1.6,0.00068754321878141
-0.219606925812572,0.000587028969174583,"post",-1.6,0.000587028969174583
-0.312066029174498,0.000639320600482342,"pre",-1.575,0.000639320600482342
-0.35501670678178,0.00065215619063171,"post",-1.575,0.00065215619063171
-0.317142027472291,0.000640760655278568,"pre",-1.55,0.000640760655278568
-2.17106462594943,0.00155301653476936,"post",-1.55,0.00155301653476936
-0.546765207869448,0.000753460289509294,"pre",-1.525,0.000753460289509294
-2.98136536600342,0.00195418952859397,"post",-1.525,0.00195418952859397
-0.51237296126828,0.000735104705128667,"pre",-1.5,0.000735104705128667
-0.845249014186687,0.000888055853199311,"post",-1.5,0.000888055853199311
-0.895662939566642,0.00092503007860628,"pre",-1.475,0.00092503007860628
-0.781846799852683,0.000853192770035013,"post",-1.475,0.000853192770035013
-0.760547092228061,0.000855489247770901,"pre",-1.45,0.000855489247770901
1.2155788255699,-0.000142412368572156,"post",-1.45,-0.000142412368572156
-1.24986145433655,0.00110102134490728,"pre",-1.425,0.00110102134490728
1.69934912745928,-0.000386227060276493,"post",-1.425,-0.000386227060276493
-0.832641961513353,0.000888989120491161,"pre",-1.4,0.000888989120491161
1.4829005376859,-0.000280653818513999,"post",-1.4,-0.000280653818513999
-0.68530319983548,0.00081232596339644,"pre",-1.375,0.00081232596339644
1.53982582095711,-0.000313061518436079,"post",-1.375,-0.000313061518436079
-0.857589837008169,0.000897283937891613,"pre",-1.35,0.000897283937891613
2.81723854648289,-0.000950049525980291,"post",-1.35,-0.000950049525980291
-0.817120521076666,0.000875167865355371,"pre",-1.325,0.000875167865355371
2.85611593567382,-0.000971160911711034,"post",-1.325,-0.000971160911711034
-0.699319731923851,0.00081430218138378,"pre",-1.3,0.00081430218138378
-0.0892661944509439,0.000491071708609813,"post",-1.3,0.000491071708609813
-1.22213391636318,0.00107404436756841,"pre",-1.275,0.00107404436756841
-1.19644963007277,0.0010369777137143,"post",-1.275,0.0010369777137143
-1.3030488151753,0.00111093214671796,"pre",-1.25,0.00111093214671796
-1.64501733718819,0.00125444914690756,"post",-1.25,0.00125444914690756
-1.13490126938493,0.00102433373244623,"pre",-1.225,0.00102433373244623
-2.17845851365878,0.0015191550292605,"post",-1.225,0.0015191550292605
-1.78434142020478,0.00134785275069049,"pre",-1.2,0.00134785275069049
-1.76437206089585,0.00130970761393073,"post",-1.2,0.00130970761393073
-1.07378045963226,0.000986899938138359,"pre",-1.175,0.000986899938138359
-2.83875473324377,0.00183944537110256,"post",-1.175,0.00183944537110256
-1.03531363405034,0.000961987263582244,"pre",-1.15,0.000961987263582244
-2.84150886871553,0.00183695565766538,"post",-1.15,0.00183695565766538
-0.916486740250683,0.000900009130069385,"pre",-1.125,0.000900009130069385
-2.4920292041931,0.00165854218794824,"post",-1.125,0.00165854218794824
-1.02776319677352,0.000953047306206018,"pre",-1.1,0.000953047306206018
-3.74424105439975,0.00227672288907887,"post",-1.1,0.00227672288907887
0.683723435893073,8.52754889105896e-05,"pre",-1.075,8.52754889105896e-05
-1.87080102047567,0.00134237653138631,"post",-1.075,0.00134237653138631
0.0626368837787153,0.000390067099124137,"pre",-1.05,0.000390067099124137
-2.24128754003063,0.00152094867048763,"post",-1.05,0.00152094867048763
-0.0451490851620417,0.000439811958456364,"pre",-1.025,0.000439811958456364
0.0123384031060624,0.000396782635352903,"post",-1.025,0.000396782635352903
-0.109135336100405,0.00046808293659522,"pre",-1,0.00046808293659522
-1.00018341813117,0.000897727254440247,"post",-1,0.000897727254440247
-0.220321604982757,0.000519379954552707,"pre",-0.975,0.000519379954552707
1.3700440875166,-0.000291199294594702,"post",-0.975,-0.000291199294594702
-0.0321406552202213,0.000418933125681424,"pre",-0.95,0.000418933125681424
5.57883632549937,-0.00239239971933665,"post",-0.95,-0.00239239971933665
-0.0243539868738634,0.000410065640308568,"pre",-0.925,0.000410065640308568
3.59948282476894,-0.00141158203341061,"post",-0.925,-0.00141158203341061
-0.532541675130612,0.000659369957211038,"pre",-0.9,0.000659369957211038
3.08820783491729,-0.00116444106903028,"post",-0.9,-0.00116444106903028
-0.184012134378927,0.000478693198431032,"pre",-0.875,0.000478693198431032
0.566245513049393,8.27002022528258e-05,"post",-0.875,8.27002022528258e-05
-0.780306075367804,0.000774774917667987,"pre",-0.85,0.000774774917667987
1.87784658870233,-0.000575144919601584,"post",-0.85,-0.000575144919601584
0.0828636759571456,0.000335015961512391,"pre",-0.825,0.000335015961512391
-3.97072749124799,0.00232268947208189,"post",-0.825,0.00232268947208189
-0.29611147948089,0.000521375554673761,"pre",-0.8,0.000521375554673761
-6.00641642270292,0.00333156655232575,"post",-0.8,0.00333156655232575
-0.141936031714334,0.000439208966405966,"pre",-0.775,0.000439208966405966
-0.057321618428576,0.000363013800876102,"post",-0.775,0.000363013800876102
-1.9193837152315,0.00132322375072084,"pre",-0.75,0.00132322375072084
2.88173564860549,-0.00111008313721474,"post",-0.75,-0.00111008313721474
-2.0532623820575,0.001383815511746,"pre",-0.725,0.001383815511746
-4.80604045706362,0.00270046310470429,"post",-0.725,0.00270046310470429
-2.20624448845151,0.00145585302266642,"pre",-0.7,0.00145585302266642
-3.48287443857394,0.00203657224125814,"post",-0.7,0.00203657224125814
-2.3999385114868,0.00154588157950523,"pre",-0.675,0.00154588157950523
1.20423806567475,-0.000300868840992818,"post",-0.675,-0.000300868840992818
-2.63939844225432,0.00165693616826679,"pre",-0.65,0.00165693616826679
-10.4125114200144,0.00546045315635177,"post",-0.65,0.00546045315635177
-2.91652856375419,0.00179209826675967,"pre",-0.625,0.00179209826675967
-12.0281269846751,0.00625895471789215,"post",-0.625,0.00625895471789215
-2.70043814822362,0.00167868656363469,"pre",-0.6,0.00167868656363469
-9.40062608922505,0.00494901951521487,"post",-0.6,0.00494901951521487
-1.67428738646698,0.00115256026118079,"pre",-0.575,0.00115256026118079
-5.82521151822233,0.0031632525564891,"post",-0.575,0.0031632525564891
-2.19595272950672,0.0014095285154652,"pre",-0.55,0.0014095285154652
-14.4569587031367,0.00743865504521845,"post",-0.55,0.00743865504521845
-3.06904005223265,0.00184157127374497,"pre",-0.525,0.00184157127374497
-10.9357480833169,0.00568076398642259,"post",-0.525,0.00568076398642259
-3.60532633251673,0.00210451440677256,"pre",-0.5,0.00210451440677256
-8.96819462814036,0.00469725101601704,"post",-0.5,0.00469725101601704
-3.19833811331667,0.00189363260564828,"pre",-0.475,0.00189363260564828
-6.3126813311271,0.00336073749868333,"post",-0.475,0.00336073749868333
-2.64980192285869,0.0016088582331114,"pre",-0.45,0.0016088582331114
-7.61194163339513,0.00399679485987161,"post",-0.45,0.00399679485987161
-3.40573306241542,0.00197970119713162,"pre",-0.425,0.00197970119713162
-4.90691712359121,0.00264875564418533,"post",-0.425,0.00264875564418533
-3.67160604505259,0.00210694707456977,"pre",-0.4,0.00210694707456977
-6.65630511660915,0.00350659963246883,"post",-0.4,0.00350659963246883
-3.38491719516422,0.00195067541747853,"pre",-0.375,0.00195067541747853
-2.9921943194135,0.00166907088142409,"post",-0.375,0.00166907088142409
-2.9396888467379,0.00171764309090476,"pre",-0.35,0.00171764309090476
-6.88959525839871,0.0036036682497832,"post",-0.35,0.0036036682497832
-4.09115018751803,0.00229094493003114,"pre",-0.325,0.00229094493003114
-8.01774032441624,0.00415721597297902,"post",-0.325,0.00415721597297902
-5.39658651464951,0.00293993315376478,"pre",-0.3,0.00293993315376478
-0.874928682587157,0.000593348453123434,"post",-0.3,0.000593348453123434
-3.65212425199193,0.00204819968752896,"pre",-0.275,0.00204819968752896
-1.61071437617493,0.000958149545974366,"post",-0.275,0.000958149545974366
-3.3138778375032,0.00186954616762858,"pre",-0.25,0.00186954616762858
0.329224583935978,-1.28747972667728e-05,"post",-0.25,-1.28747972667728e-05
-5.19339533126635,0.00280977707582738,"pre",-0.225,0.00280977707582738
2.15833229028188,-0.000935772893323717,"post",-0.225,-0.000935772893323717
-6.3613494116539,0.00338951575566543,"pre",-0.2,0.00338951575566543
3.39080800288997,-0.00155096452351481,"post",-0.2,-0.00155096452351481
-6.71998206894396,0.00355674388146756,"pre",-0.175,0.00355674388146756
2.2080962266818,-0.000967520039203444,"post",-0.175,-0.000967520039203444
-8.38574544167308,0.00438767557763126,"pre",-0.15,0.00438767557763126
4.69738798374166,-0.00221406753213371,"post",-0.15,-0.00221406753213371
-9.09795232961933,0.00473794737302787,"pre",-0.125,0.00473794737302787
4.57499328423506,-0.00215838736533015,"post",-0.125,-0.00215838736533015
-9.13747556094599,0.00475344493953868,"pre",-0.0999999999999999,0.00475344493953868
3.80430970281138,-0.00177815896986542,"post",-0.0999999999999999,-0.00177815896986542
-10.1263799509715,0.00523828382515069,"pre",-0.075,0.00523828382515069
0.743986719554041,-0.00026815650684555,"post",-0.075,-0.00026815650684555
-10.053799790935,0.00519696519706583,"pre",-0.0499999999999998,0.00519696519706583
0.475234332235477,-0.000136853985837146,"post",-0.0499999999999998,-0.000136853985837146
-10.9214166606494,0.00563048651047741,"pre",-0.0249999999999999,0.00563048651047741
-1.42450500622437,0.000804451328858392,"post",-0.0249999999999999,0.000804451328858392
-11.2387352924846,0.00577258673075755,"pre",0,0.00577258673075755
-3.98771673701441,0.00206357091499581,"post",0,0.00206357091499581
-11.2387352924846,0.00577258673075755,"pre",0.0249999999999999,0.00577258673075755
-3.98771673701441,0.00206357091499581,"post",0.0249999999999999,0.00206357091499581
-12.1946605110569,0.00625176738373501,"pre",0.0500000000000003,0.00625176738373501
-4.26782217541619,0.00220230565417451,"post",0.0500000000000003,0.00220230565417451
-11.5295309471779,0.00591085787212163,"pre",0.0750000000000002,0.00591085787212163
-3.7959996964246,0.00196596111635938,"post",0.0750000000000002,0.00196596111635938
-9.57838259408895,0.00492106477403696,"pre",0.1,0.00492106477403696
-2.09892242616399,0.00111460210299968,"post",0.1,0.00111460210299968
-8.89004648231631,0.00457179275575285,"pre",0.125,0.00457179275575285
-2.43822624980221,0.00128217190561551,"post",0.125,0.00128217190561551
-8.88743513543707,0.00456679365742756,"pre",0.15,0.00456679365742756
-2.17997031584968,0.00115317293760726,"post",0.15,0.00115317293760726
-8.23218345501132,0.00423330343634594,"pre",0.175,0.00423330343634594
-0.224838475264157,0.000173864619172053,"post",0.175,0.000173864619172053
-8.36998126796001,0.00429650166945751,"pre",0.2,0.00429650166945751
-1.34126276810503,0.000724028903952903,"post",0.2,0.000724028903952903
-8.19927044623521,0.00420681858180268,"pre",0.225,0.00420681858180268
-1.34126276810503,0.000724028903952903,"post",0.225,0.000724028903952903
-8.16836563969259,0.00418876856591014,"pre",0.25,0.00418876856591014
-0.622472382161207,0.00036431625122286,"post",0.25,0.00036431625122286
-7.82269605936976,0.0040116153924386,"pre",0.275,0.0040116153924386
-0.465198222497344,0.00028553473861782,"post",0.275,0.00028553473861782
-7.55920443101019,0.00387446843689503,"pre",0.3,0.00387446843689503
-1.22725612584879,0.000662195414011447,"post",0.3,0.000662195414011447
-7.43691595971061,0.00380942086803722,"pre",0.325,0.00380942086803722
-0.788028408795198,0.000441145246073268,"post",0.325,0.000441145246073268
-7.75837958852965,0.00396802256573765,"pre",0.35,0.00396802256573765
-1.08469799368601,0.000587154820471589,"post",0.35,0.000587154820471589
-7.40295364523542,0.00378630927387188,"pre",0.375,0.00378630927387188
-1.82527285999617,0.000954801879295116,"post",0.375,0.000954801879295116
-7.34089703234376,0.00375162152821383,"pre",0.4,0.00375162152821383
-1.35612725555154,0.000719208855555135,"post",0.4,0.000719208855555135
-7.36814605864643,0.0037630985861269,"pre",0.425,0.0037630985861269
-0.640163410848503,0.000362015161380548,"post",0.425,0.000362015161380548
-7.13074244614234,0.00364190690483291,"pre",0.45,0.00364190690483291
-0.640163410848503,0.000362015161380548,"post",0.45,0.000362015161380548
-6.98238490319146,0.00356509569726787,"pre",0.475,0.00356509569726787
-2.03479485714452,0.00105111022940568,"post",0.475,0.00105111022940568
-6.37523013591374,0.00325725982169468,"pre",0.5,0.00325725982169468
-1.67279795311975,0.000870511674194119,"post",0.5,0.000870511674194119
-6.09995312556925,0.00311602608927622,"pre",0.525,0.00311602608927622
-1.99216446895685,0.0010288827149181,"post",0.525,0.0010288827149181
-6.3019131390931,0.00321558335852176,"pre",0.55,0.00321558335852176
-2.63147533658454,0.0013450640293411,"post",0.55,0.0013450640293411
-5.86541681807666,0.00299462503173737,"pre",0.575,0.00299462503173737
-4.18559681776706,0.00211615170969626,"post",0.575,0.00211615170969626
-5.04961025469288,0.00258004047397919,"pre",0.6,0.00258004047397919
-3.92734088381453,0.00198715274168801,"post",0.6,0.00198715274168801
-5.15046796211693,0.00263008163209149,"pre",0.625,0.00263008163209149
-2.83019787443687,0.00144047754987215,"post",0.625,0.00144047754987215
-5.25920604211551,0.00268341813309796,"pre",0.65,0.00268341813309796
-1.93829274554165,0.00099523008660368,"post",0.65,0.00099523008660368
-5.07920357959204,0.00259084963716812,"pre",0.675,0.00259084963716812
-2.47173392201224,0.00125993596895662,"post",0.675,0.00125993596895662
-4.73606872365463,0.00241675875164951,"pre",0.7,0.00241675875164951
-2.47173392201224,0.00125993596895662,"post",0.7,0.00125993596895662
-4.62055701172348,0.00235752557221172,"pre",0.725,0.00235752557221172
-2.47173392201224,0.00125993596895662,"post",0.725,0.00125993596895662
-4.62100042313059,0.00235657988006112,"pre",0.75,0.00235657988006112
-2.84391529456125,0.00144375949836838,"post",0.75,0.00144375949836838
-4.73997086101743,0.00241482978914131,"pre",0.775,0.00241482978914131
-3.85327358333131,0.00194509639676411,"post",0.775,0.00194509639676411
-4.27612083250066,0.00217990040709692,"pre",0.8,0.00217990040709692
-4.92015593627248,0.00247450816146999,"post",0.8,0.00247450816146999
-4.48805703555331,0.00228591683964396,"pre",0.825,0.00228591683964396
-5.51279549797952,0.00276804910726007,"post",0.825,0.00276804910726007
-4.40868662072071,0.0022449307482377,"pre",0.85,0.0022449307482377
-4.95665739056264,0.00249098175858147,"post",0.85,0.00249098175858147
-4.10014770572877,0.00208902870471494,"pre",0.875,0.00208902870471494
-4.41565248860185,0.00222137391544421,"post",0.875,0.00222137391544421
-3.88315830127134,0.00197941964369923,"pre",0.9,0.00197941964369923
-3.88744051832987,0.00195749820386926,"post",0.9,0.00195749820386926
-3.76071393424242,0.00191708383521461,"pre",0.925,0.00191708383521461
-2.62244180831956,0.00132669325030889,"post",0.925,0.00132669325030889
-3.2876755931064,0.00167801166050251,"pre",0.95,0.00167801166050251
-2.62244180831956,0.00132669325030889,"post",0.95,0.00132669325030889
-3.2876755931064,0.00167801166050251,"pre",0.975,0.00167801166050251
-1.90813915177307,0.000970905774028053,"post",0.975,0.000970905774028053
-3.29744929620865,0.00168151525080667,"pre",1,0.00168151525080667
-1.5331403188648,0.000782688100363048,"post",1,0.000782688100363048
-3.3432783595413,0.00170387452711143,"pre",1.025,0.00170387452711143
-2.31882459257428,0.00117284416278802,"post",1.025,0.00117284416278802
-3.72204720474174,0.00189354012180268,"pre",1.05,0.00189354012180268
-1.7778196906135,0.000903236319650762,"post",1.05,0.000903236319650762
-3.4782496005937,0.00176953623855429,"pre",1.075,0.00176953623855429
-0.705169715291561,0.000368171034955649,"post",1.075,0.000368171034955649
-3.24834846734218,0.00165281011159798,"pre",1.1,0.00165281011159798
0.00913294125492714,1.23835586748145e-05,"post",1.1,1.23835586748145e-05
-3.24834846734218,0.00165281011159798,"pre",1.125,0.00165281011159798
-0.0171392685087442,2.42431412175092e-05,"post",1.125,2.42431412175092e-05
-3.24834846734218,0.00165281011159798,"pre",1.15,0.00165281011159798
0.241116665443783,-0.000104755826790746,"post",1.15,-0.000104755826790746
-3.20114740251909,0.00162839286565383,"pre",1.175,0.00162839286565383
-0.0782498503933197,5.36152139332351e-05,"post",1.175,5.36152139332351e-05
-3.20114740251909,0.00162839286565383,"pre",1.2,0.00162839286565383
-0.137448235629768,8.2450277370375e-05,"post",1.2,8.2450277370375e-05
-3.2759559926218,0.00166574113829622,"pre",1.225,0.00166574113829622
0.403556666331015,-0.000187157565766879,"post",1.225,-0.000187157565766879
-3.32134786687351,0.00168765434060353,"pre",1.25,0.00168765434060353
0.9445615682918,-0.000456765408904134,"post",1.25,-0.000456765408904134
-3.32134786687351,0.00168765434060353,"pre",1.275,0.00168765434060353
0.9445615682918,-0.000456765408904134,"post",1.275,-0.000456765408904134
-3.32134786687351,0.00168765434060353,"pre",1.3,0.00168765434060353
0.9445615682918,-0.000456765408904134,"post",1.3,-0.000456765408904134
-3.32134786687351,0.00168765434060353,"pre",1.325,0.00168765434060353
-1.07415500924831,0.000545908387887309,"post",1.325,0.000545908387887309
-3.19933821194771,0.00162588882201698,"pre",1.35,0.00162588882201698
-0.837383417668529,0.000427212079932689,"post",1.35,0.000427212079932689
-3.03278016015556,0.00154169930205315,"pre",1.375,0.00154169930205315
-0.837383417668529,0.000427212079932689,"post",1.375,0.000427212079932689
-2.5988013512407,0.00132248118002174,"pre",1.4,0.00132248118002174
-1.03695338201791,0.000525251295618964,"post",1.4,0.000525251295618964
-2.51181722425657,0.00127834231235346,"pre",1.425,0.00127834231235346
-1.03695338201791,0.000525251295618964,"post",1.425,0.000525251295618964
-2.37189498670484,0.00120764917756901,"pre",1.45,0.00120764917756901
-0.322650725471417,0.000169463819338129,"post",1.45,0.000169463819338129
-1.76114074303446,0.000898567101505488,"pre",1.475,0.000898567101505488
-0.0510335009954197,3.31808578776824e-05,"post",1.475,3.31808578776824e-05
-1.59426767801898,0.000814131413354631,"pre",1.5,0.000814131413354631
-0.0510335009954197,3.31808578776824e-05,"post",1.5,3.31808578776824e-05
-1.50728355103485,0.000769992545686352,"pre",1.525,0.000769992545686352
0.66326915555107,-0.000322606618403153,"post",1.525,-0.000322606618403153
-1.50728355103485,0.000769992545686352,"pre",1.55,0.000769992545686352
0.604070770314623,-0.000293771554966013,"post",1.55,-0.000293771554966013
-1.50728355103485,0.000769992545686352,"pre",1.575,0.000769992545686352
0.604070770314623,-0.000293771554966013,"post",1.575,-0.000293771554966013
-1.34041048601937,0.000685556857535495,"pre",1.6,0.000685556857535495
0.604070770314623,-0.000293771554966013,"post",1.6,-0.000293771554966013
-1.35779140879017,0.000693696957703949,"pre",1.625,0.000693696957703949
0.604070770314623,-0.000293771554966013,"post",1.625,-0.000293771554966013
-1.35196269432566,0.000690446140936235,"pre",1.65,0.000690446140936235
0.761344929978488,-0.000372553067571055,"post",1.65,-0.000372553067571055
-1.35196269432566,0.000690446140936235,"pre",1.675,0.000690446140936235
0.761344929978488,-0.000372553067571055,"post",1.675,-0.000372553067571055
-1.35196269432566,0.000690446140936235,"pre",1.7,0.000690446140936235
0.761344929978488,-0.000372553067571055,"post",1.7,-0.000372553067571055
-1.35196269432566,0.000690446140936235,"pre",1.725,0.000690446140936235
0.761344929978488,-0.000372553067571055,"post",1.725,-0.000372553067571055
-1.50766764297179,0.00076853798373396,"pre",1.75,0.00076853798373396
0.441978414141384,-0.000214182026847073,"post",1.75,-0.000214182026847073
-1.37272735106555,0.000700185283802313,"pre",1.775,0.000700185283802313
0.441978414141384,-0.000214182026847073,"post",1.775,-0.000214182026847073
-1.37272735106555,0.000700185283802313,"pre",1.8,0.000700185283802313
0.441978414141384,-0.000214182026847073,"post",1.8,-0.000214182026847073
-1.41313995137772,0.000719892979263235,"pre",1.825,0.000719892979263235
0.441978414141384,-0.000214182026847073,"post",1.825,-0.000214182026847073
-1.41313995137772,0.000719892979263235,"pre",1.85,0.000719892979263235
0.491876994263088,-0.00023953699642111,"post",1.85,-0.00023953699642111
-1.27095913702299,0.000647632190889915,"pre",1.875,0.000647632190889915
0.491876994263088,-0.00023953699642111,"post",1.875,-0.00023953699642111
-1.08306119146706,0.000552316834237827,"pre",1.9,0.000552316834237827
0.949584905013595,-0.000467731722587438,"post",1.9,-0.000467731722587438
-1.00614112111334,0.000513231432635326,"pre",1.925,0.000513231432635326
0.949584905013595,-0.000467731722587438,"post",1.925,-0.000467731722587438
-0.866218883561605,0.000442538297850884,"pre",1.95,0.000442538297850884
0.949584905013595,-0.000467731722587438,"post",1.95,-0.000467731722587438
-0.94102747366431,0.000479886570493273,"pre",1.975,0.000479886570493273
0.0229193524289252,-8.17289905802674e-06,"post",1.975,-8.17289905802674e-06
-0.997683820413535,0.000508031799876892,"pre",2,0.000508031799876892
0.0229193524289252,-8.17289905802674e-06,"post",2,-8.17289905802674e-06
