"Year","cbns","threshold","retirees","prop"
1987,0,0.65,36,0
1988,0,0.65,36,0
1989,0,0.65,46,0
1990,2,0.65,51,0.0392156862745098
1991,3,0.65,43,0.0697674418604651
1992,4,0.65,45,0.0888888888888889
1993,2,0.65,44,0.0454545454545455
1994,2,0.65,38,0.0526315789473684
1995,6,0.65,47,0.127659574468085
1996,4,0.65,38,0.105263157894737
1997,4,0.65,36,0.111111111111111
1998,3,0.65,52,0.0576923076923077
1999,4,0.65,49,0.0816326530612245
2000,4,0.65,52,0.0769230769230769
2001,5,0.65,67,0.0746268656716418
2002,4,0.65,46,0.0869565217391304
2003,2,0.65,44,0.0454545454545455
2004,1,0.65,49,0.0204081632653061
2005,3,0.65,44,0.0681818181818182
2006,0,0.65,50,0
2007,5,0.65,65,0.0769230769230769
2008,2,0.65,53,0.0377358490566038
2009,4,0.65,48,0.0833333333333333
2010,4,0.65,51,0.0784313725490196
2011,1,0.65,58,0.0172413793103448
2012,1,0.65,56,0.0178571428571429
2013,3,0.65,57,0.0526315789473684
2014,2,0.65,57,0.0350877192982456
2015,2,0.65,58,0.0344827586206897
2016,6,0.65,60,0.1
2017,2,0.65,69,0.0289855072463768
2018,7,0.65,62,0.112903225806452
1969,1,0.7,32,0.03125
1970,0,0.7,35,0
1971,0,0.7,44,0
1972,3,0.7,49,0.0612244897959184
1973,3,0.7,41,0.0731707317073171
1974,2,0.7,45,0.0444444444444444
1975,1,0.7,36,0.0277777777777778
1976,0,0.7,33,0
1977,1,0.7,55,0.0181818181818182
1978,1,0.7,35,0.0285714285714286
1979,1,0.7,42,0.0238095238095238
1980,4,0.7,45,0.0888888888888889
1981,0,0.7,37,0
1982,1,0.7,38,0.0263157894736842
1983,0,0.7,35,0
1984,3,0.7,41,0.0731707317073171
1985,1,0.7,55,0.0181818181818182
1986,2,0.7,47,0.0425531914893617
1987,0,0.7,36,0
1988,0,0.7,36,0
1989,0,0.7,46,0
1990,2,0.7,51,0.0392156862745098
1991,3,0.7,43,0.0697674418604651
1992,4,0.7,45,0.0888888888888889
1993,2,0.7,44,0.0454545454545455
1994,2,0.7,38,0.0526315789473684
1995,6,0.7,47,0.127659574468085
1996,4,0.7,38,0.105263157894737
1997,4,0.7,36,0.111111111111111
1998,3,0.7,52,0.0576923076923077
1999,4,0.7,49,0.0816326530612245
2000,4,0.7,52,0.0769230769230769
2001,5,0.7,67,0.0746268656716418
2002,4,0.7,46,0.0869565217391304
2003,2,0.7,44,0.0454545454545455
2004,1,0.7,49,0.0204081632653061
2005,3,0.7,44,0.0681818181818182
2006,0,0.7,50,0
2007,5,0.7,65,0.0769230769230769
2008,2,0.7,53,0.0377358490566038
2009,4,0.7,48,0.0833333333333333
2010,3,0.7,51,0.0588235294117647
2011,1,0.7,58,0.0172413793103448
2012,1,0.7,56,0.0178571428571429
2013,3,0.7,57,0.0526315789473684
2014,2,0.7,57,0.0350877192982456
2015,2,0.7,58,0.0344827586206897
2016,6,0.7,60,0.1
2017,2,0.7,69,0.0289855072463768
2018,7,0.7,62,0.112903225806452
1969,1,0.75,32,0.03125
1970,0,0.75,35,0
1971,0,0.75,44,0
1972,3,0.75,49,0.0612244897959184
1973,2,0.75,41,0.0487804878048781
1974,2,0.75,45,0.0444444444444444
1975,1,0.75,36,0.0277777777777778
1976,0,0.75,33,0
1977,1,0.75,55,0.0181818181818182
1978,1,0.75,35,0.0285714285714286
1979,1,0.75,42,0.0238095238095238
1980,4,0.75,45,0.0888888888888889
1981,0,0.75,37,0
1982,1,0.75,38,0.0263157894736842
1983,0,0.75,35,0
1984,3,0.75,41,0.0731707317073171
1985,1,0.75,55,0.0181818181818182
1986,2,0.75,47,0.0425531914893617
1987,0,0.75,36,0
1988,0,0.75,36,0
1989,0,0.75,46,0
1990,2,0.75,51,0.0392156862745098
1991,3,0.75,43,0.0697674418604651
1992,4,0.75,45,0.0888888888888889
1993,2,0.75,44,0.0454545454545455
1994,2,0.75,38,0.0526315789473684
1995,6,0.75,47,0.127659574468085
1996,4,0.75,38,0.105263157894737
1997,4,0.75,36,0.111111111111111
1998,3,0.75,52,0.0576923076923077
1999,4,0.75,49,0.0816326530612245
2000,4,0.75,52,0.0769230769230769
2001,5,0.75,67,0.0746268656716418
2002,4,0.75,46,0.0869565217391304
2003,2,0.75,44,0.0454545454545455
2004,1,0.75,49,0.0204081632653061
2005,3,0.75,44,0.0681818181818182
2006,0,0.75,50,0
2007,5,0.75,65,0.0769230769230769
2008,2,0.75,53,0.0377358490566038
2009,4,0.75,48,0.0833333333333333
2010,3,0.75,51,0.0588235294117647
2011,1,0.75,58,0.0172413793103448
2012,1,0.75,56,0.0178571428571429
2013,3,0.75,57,0.0526315789473684
2014,2,0.75,57,0.0350877192982456
2015,2,0.75,58,0.0344827586206897
2016,6,0.75,60,0.1
2017,2,0.75,69,0.0289855072463768
2018,5,0.75,62,0.0806451612903226
1969,1,0.8,32,0.03125
1970,0,0.8,35,0
1971,0,0.8,44,0
1972,3,0.8,49,0.0612244897959184
1973,1,0.8,41,0.024390243902439
1974,2,0.8,45,0.0444444444444444
1975,1,0.8,36,0.0277777777777778
1976,0,0.8,33,0
1977,1,0.8,55,0.0181818181818182
1978,1,0.8,35,0.0285714285714286
1979,1,0.8,42,0.0238095238095238
1980,4,0.8,45,0.0888888888888889
1981,0,0.8,37,0
1982,1,0.8,38,0.0263157894736842
1983,0,0.8,35,0
1984,3,0.8,41,0.0731707317073171
1985,1,0.8,55,0.0181818181818182
1986,2,0.8,47,0.0425531914893617
1987,0,0.8,36,0
1988,0,0.8,36,0
1989,0,0.8,46,0
1990,2,0.8,51,0.0392156862745098
1991,3,0.8,43,0.0697674418604651
1992,4,0.8,45,0.0888888888888889
1993,2,0.8,44,0.0454545454545455
1994,2,0.8,38,0.0526315789473684
1995,6,0.8,47,0.127659574468085
1996,3,0.8,38,0.0789473684210526
1997,4,0.8,36,0.111111111111111
1998,3,0.8,52,0.0576923076923077
1999,2,0.8,49,0.0408163265306122
2000,2,0.8,52,0.0384615384615385
2001,4,0.8,67,0.0597014925373134
2002,3,0.8,46,0.0652173913043478
2003,2,0.8,44,0.0454545454545455
2004,0,0.8,49,0
2005,3,0.8,44,0.0681818181818182
2006,0,0.8,50,0
2007,5,0.8,65,0.0769230769230769
2008,2,0.8,53,0.0377358490566038
2009,3,0.8,48,0.0625
2010,3,0.8,51,0.0588235294117647
2011,1,0.8,58,0.0172413793103448
2012,1,0.8,56,0.0178571428571429
2013,3,0.8,57,0.0526315789473684
2014,2,0.8,57,0.0350877192982456
2015,2,0.8,58,0.0344827586206897
2016,6,0.8,60,0.1
2017,2,0.8,69,0.0289855072463768
2018,5,0.8,62,0.0806451612903226
1969,0,0.85,32,0
1970,0,0.85,35,0
1971,0,0.85,44,0
1972,3,0.85,49,0.0612244897959184
1973,1,0.85,41,0.024390243902439
1974,1,0.85,45,0.0222222222222222
1975,1,0.85,36,0.0277777777777778
1976,0,0.85,33,0
1977,1,0.85,55,0.0181818181818182
1978,1,0.85,35,0.0285714285714286
1979,1,0.85,42,0.0238095238095238
1980,4,0.85,45,0.0888888888888889
1981,0,0.85,37,0
1982,1,0.85,38,0.0263157894736842
1983,0,0.85,35,0
1984,3,0.85,41,0.0731707317073171
1985,1,0.85,55,0.0181818181818182
1986,2,0.85,47,0.0425531914893617
1987,0,0.85,36,0
1988,0,0.85,36,0
1989,0,0.85,46,0
1990,2,0.85,51,0.0392156862745098
1991,3,0.85,43,0.0697674418604651
1992,4,0.85,45,0.0888888888888889
1993,2,0.85,44,0.0454545454545455
1994,2,0.85,38,0.0526315789473684
1995,6,0.85,47,0.127659574468085
1996,3,0.85,38,0.0789473684210526
1997,4,0.85,36,0.111111111111111
1998,3,0.85,52,0.0576923076923077
1999,2,0.85,49,0.0408163265306122
2000,2,0.85,52,0.0384615384615385
2001,3,0.85,67,0.0447761194029851
2002,3,0.85,46,0.0652173913043478
2003,2,0.85,44,0.0454545454545455
2004,0,0.85,49,0
2005,3,0.85,44,0.0681818181818182
2006,0,0.85,50,0
2007,5,0.85,65,0.0769230769230769
2008,1,0.85,53,0.0188679245283019
2009,3,0.85,48,0.0625
2010,3,0.85,51,0.0588235294117647
2011,1,0.85,58,0.0172413793103448
2012,1,0.85,56,0.0178571428571429
2013,3,0.85,57,0.0526315789473684
2014,2,0.85,57,0.0350877192982456
2015,2,0.85,58,0.0344827586206897
2016,5,0.85,60,0.0833333333333333
2017,2,0.85,69,0.0289855072463768
2018,3,0.85,62,0.0483870967741935
1969,0,0.9,32,0
1970,0,0.9,35,0
1971,0,0.9,44,0
1972,2,0.9,49,0.0408163265306122
1973,1,0.9,41,0.024390243902439
1974,1,0.9,45,0.0222222222222222
1975,1,0.9,36,0.0277777777777778
1976,0,0.9,33,0
1977,1,0.9,55,0.0181818181818182
1978,1,0.9,35,0.0285714285714286
1979,1,0.9,42,0.0238095238095238
1980,3,0.9,45,0.0666666666666667
1981,0,0.9,37,0
1982,1,0.9,38,0.0263157894736842
1983,0,0.9,35,0
1984,3,0.9,41,0.0731707317073171
1985,1,0.9,55,0.0181818181818182
1986,2,0.9,47,0.0425531914893617
1987,0,0.9,36,0
1988,0,0.9,36,0
1989,0,0.9,46,0
1990,2,0.9,51,0.0392156862745098
1991,3,0.9,43,0.0697674418604651
1992,4,0.9,45,0.0888888888888889
1993,2,0.9,44,0.0454545454545455
1994,2,0.9,38,0.0526315789473684
1995,4,0.9,47,0.0851063829787234
1996,3,0.9,38,0.0789473684210526
1997,3,0.9,36,0.0833333333333333
1998,3,0.9,52,0.0576923076923077
1999,2,0.9,49,0.0408163265306122
2000,2,0.9,52,0.0384615384615385
2001,3,0.9,67,0.0447761194029851
2002,3,0.9,46,0.0652173913043478
2003,2,0.9,44,0.0454545454545455
2004,0,0.9,49,0
2005,2,0.9,44,0.0454545454545455
2006,0,0.9,50,0
2007,5,0.9,65,0.0769230769230769
2008,1,0.9,53,0.0188679245283019
2009,3,0.9,48,0.0625
2010,3,0.9,51,0.0588235294117647
2011,1,0.9,58,0.0172413793103448
2012,1,0.9,56,0.0178571428571429
2013,3,0.9,57,0.0526315789473684
2014,2,0.9,57,0.0350877192982456
2015,2,0.9,58,0.0344827586206897
2016,5,0.9,60,0.0833333333333333
2017,1,0.9,69,0.0144927536231884
2018,3,0.9,62,0.0483870967741935
1969,0,0.95,32,0
1970,0,0.95,35,0
1971,0,0.95,44,0
1972,2,0.95,49,0.0408163265306122
1973,1,0.95,41,0.024390243902439
1974,1,0.95,45,0.0222222222222222
1975,1,0.95,36,0.0277777777777778
1976,0,0.95,33,0
1977,1,0.95,55,0.0181818181818182
1978,1,0.95,35,0.0285714285714286
1979,1,0.95,42,0.0238095238095238
1980,3,0.95,45,0.0666666666666667
1981,0,0.95,37,0
1982,1,0.95,38,0.0263157894736842
1983,0,0.95,35,0
1984,3,0.95,41,0.0731707317073171
1985,1,0.95,55,0.0181818181818182
1986,2,0.95,47,0.0425531914893617
1987,0,0.95,36,0
1988,0,0.95,36,0
1989,0,0.95,46,0
1990,2,0.95,51,0.0392156862745098
1991,3,0.95,43,0.0697674418604651
1992,4,0.95,45,0.0888888888888889
1993,2,0.95,44,0.0454545454545455
1994,2,0.95,38,0.0526315789473684
1995,4,0.95,47,0.0851063829787234
1996,3,0.95,38,0.0789473684210526
1997,3,0.95,36,0.0833333333333333
1998,2,0.95,52,0.0384615384615385
1999,2,0.95,49,0.0408163265306122
2000,2,0.95,52,0.0384615384615385
2001,3,0.95,67,0.0447761194029851
2002,3,0.95,46,0.0652173913043478
2003,2,0.95,44,0.0454545454545455
2004,0,0.95,49,0
2005,2,0.95,44,0.0454545454545455
2006,0,0.95,50,0
2007,5,0.95,65,0.0769230769230769
2008,1,0.95,53,0.0188679245283019
2009,3,0.95,48,0.0625
2010,2,0.95,51,0.0392156862745098
2011,1,0.95,58,0.0172413793103448
2012,1,0.95,56,0.0178571428571429
2013,3,0.95,57,0.0526315789473684
2014,0,0.95,57,0
2015,2,0.95,58,0.0344827586206897
2016,5,0.95,60,0.0833333333333333
2017,1,0.95,69,0.0144927536231884
2018,3,0.95,62,0.0483870967741935
1969,0,1,32,0
1970,0,1,35,0
1971,0,1,44,0
1972,2,1,49,0.0408163265306122
1973,1,1,41,0.024390243902439
1974,1,1,45,0.0222222222222222
1975,1,1,36,0.0277777777777778
1976,0,1,33,0
1977,1,1,55,0.0181818181818182
1978,1,1,35,0.0285714285714286
1979,1,1,42,0.0238095238095238
1980,3,1,45,0.0666666666666667
1981,0,1,37,0
1982,1,1,38,0.0263157894736842
1983,0,1,35,0
1984,1,1,41,0.024390243902439
1985,1,1,55,0.0181818181818182
1986,2,1,47,0.0425531914893617
1987,0,1,36,0
1988,0,1,36,0
1989,0,1,46,0
1990,2,1,51,0.0392156862745098
1991,3,1,43,0.0697674418604651
1992,4,1,45,0.0888888888888889
1993,1,1,44,0.0227272727272727
1994,2,1,38,0.0526315789473684
1995,3,1,47,0.0638297872340425
1996,3,1,38,0.0789473684210526
1997,3,1,36,0.0833333333333333
1998,2,1,52,0.0384615384615385
1999,2,1,49,0.0408163265306122
2000,2,1,52,0.0384615384615385
2001,3,1,67,0.0447761194029851
2002,3,1,46,0.0652173913043478
2003,2,1,44,0.0454545454545455
2004,0,1,49,0
2005,2,1,44,0.0454545454545455
2006,0,1,50,0
2007,5,1,65,0.0769230769230769
2008,1,1,53,0.0188679245283019
2009,3,1,48,0.0625
2010,2,1,51,0.0392156862745098
2011,1,1,58,0.0172413793103448
2012,1,1,56,0.0178571428571429
2013,3,1,57,0.0526315789473684
2014,0,1,57,0
2015,2,1,58,0.0344827586206897
2016,3,1,60,0.05
2017,1,1,69,0.0144927536231884
2018,2,1,62,0.032258064516129
1969,0,1.05,32,0
1970,0,1.05,35,0
1971,0,1.05,44,0
1972,2,1.05,49,0.0408163265306122
1973,1,1.05,41,0.024390243902439
1974,1,1.05,45,0.0222222222222222
1975,1,1.05,36,0.0277777777777778
1976,0,1.05,33,0
1977,1,1.05,55,0.0181818181818182
1978,1,1.05,35,0.0285714285714286
1979,1,1.05,42,0.0238095238095238
1980,3,1.05,45,0.0666666666666667
1981,0,1.05,37,0
1982,1,1.05,38,0.0263157894736842
1983,0,1.05,35,0
1984,1,1.05,41,0.024390243902439
1985,1,1.05,55,0.0181818181818182
1986,2,1.05,47,0.0425531914893617
1987,0,1.05,36,0
1988,0,1.05,36,0
1989,0,1.05,46,0
1990,2,1.05,51,0.0392156862745098
1991,3,1.05,43,0.0697674418604651
1992,4,1.05,45,0.0888888888888889
1993,1,1.05,44,0.0227272727272727
1994,2,1.05,38,0.0526315789473684
1995,3,1.05,47,0.0638297872340425
1996,3,1.05,38,0.0789473684210526
1997,3,1.05,36,0.0833333333333333
1998,2,1.05,52,0.0384615384615385
1999,2,1.05,49,0.0408163265306122
2000,2,1.05,52,0.0384615384615385
2001,3,1.05,67,0.0447761194029851
2002,3,1.05,46,0.0652173913043478
2003,2,1.05,44,0.0454545454545455
2004,0,1.05,49,0
2005,2,1.05,44,0.0454545454545455
2006,0,1.05,50,0
2007,5,1.05,65,0.0769230769230769
2008,1,1.05,53,0.0188679245283019
2009,3,1.05,48,0.0625
2010,2,1.05,51,0.0392156862745098
2011,1,1.05,58,0.0172413793103448
2012,1,1.05,56,0.0178571428571429
2013,1,1.05,57,0.0175438596491228
2014,0,1.05,57,0
2015,2,1.05,58,0.0344827586206897
2016,3,1.05,60,0.05
2017,1,1.05,69,0.0144927536231884
2018,2,1.05,62,0.032258064516129
1969,0,1.1,32,0
1970,0,1.1,35,0
1971,0,1.1,44,0
1972,1,1.1,49,0.0204081632653061
1973,1,1.1,41,0.024390243902439
1974,1,1.1,45,0.0222222222222222
1975,1,1.1,36,0.0277777777777778
1976,0,1.1,33,0
1977,1,1.1,55,0.0181818181818182
1978,1,1.1,35,0.0285714285714286
1979,1,1.1,42,0.0238095238095238
1980,3,1.1,45,0.0666666666666667
1981,0,1.1,37,0
1982,1,1.1,38,0.0263157894736842
1983,0,1.1,35,0
1984,1,1.1,41,0.024390243902439
1985,1,1.1,55,0.0181818181818182
1986,1,1.1,47,0.0212765957446809
1987,0,1.1,36,0
1988,0,1.1,36,0
1989,0,1.1,46,0
1990,2,1.1,51,0.0392156862745098
1991,2,1.1,43,0.0465116279069767
1992,4,1.1,45,0.0888888888888889
1993,1,1.1,44,0.0227272727272727
1994,2,1.1,38,0.0526315789473684
1995,3,1.1,47,0.0638297872340425
1996,2,1.1,38,0.0526315789473684
1997,3,1.1,36,0.0833333333333333
1998,2,1.1,52,0.0384615384615385
1999,2,1.1,49,0.0408163265306122
2000,2,1.1,52,0.0384615384615385
2001,3,1.1,67,0.0447761194029851
2002,1,1.1,46,0.0217391304347826
2003,2,1.1,44,0.0454545454545455
2004,0,1.1,49,0
2005,2,1.1,44,0.0454545454545455
2006,0,1.1,50,0
2007,4,1.1,65,0.0615384615384615
2008,1,1.1,53,0.0188679245283019
2009,3,1.1,48,0.0625
2010,2,1.1,51,0.0392156862745098
2011,1,1.1,58,0.0172413793103448
2012,1,1.1,56,0.0178571428571429
2013,0,1.1,57,0
2014,0,1.1,57,0
2015,2,1.1,58,0.0344827586206897
2016,3,1.1,60,0.05
2017,1,1.1,69,0.0144927536231884
2018,2,1.1,62,0.032258064516129
1969,0,1.15,32,0
1970,0,1.15,35,0
1971,0,1.15,44,0
1972,1,1.15,49,0.0204081632653061
1973,1,1.15,41,0.024390243902439
1974,1,1.15,45,0.0222222222222222
1975,1,1.15,36,0.0277777777777778
1976,0,1.15,33,0
1977,1,1.15,55,0.0181818181818182
1978,1,1.15,35,0.0285714285714286
1979,1,1.15,42,0.0238095238095238
1980,3,1.15,45,0.0666666666666667
1981,0,1.15,37,0
1982,1,1.15,38,0.0263157894736842
1983,0,1.15,35,0
1984,1,1.15,41,0.024390243902439
1985,1,1.15,55,0.0181818181818182
1986,1,1.15,47,0.0212765957446809
1987,0,1.15,36,0
1988,0,1.15,36,0
1989,0,1.15,46,0
1990,2,1.15,51,0.0392156862745098
1991,2,1.15,43,0.0465116279069767
1992,4,1.15,45,0.0888888888888889
1993,1,1.15,44,0.0227272727272727
1994,2,1.15,38,0.0526315789473684
1995,3,1.15,47,0.0638297872340425
1996,2,1.15,38,0.0526315789473684
1997,3,1.15,36,0.0833333333333333
1998,2,1.15,52,0.0384615384615385
1999,2,1.15,49,0.0408163265306122
2000,2,1.15,52,0.0384615384615385
2001,3,1.15,67,0.0447761194029851
2002,1,1.15,46,0.0217391304347826
2003,2,1.15,44,0.0454545454545455
2004,0,1.15,49,0
2005,1,1.15,44,0.0227272727272727
2006,0,1.15,50,0
2007,4,1.15,65,0.0615384615384615
2008,1,1.15,53,0.0188679245283019
2009,3,1.15,48,0.0625
2010,1,1.15,51,0.0196078431372549
2011,1,1.15,58,0.0172413793103448
2012,1,1.15,56,0.0178571428571429
2013,0,1.15,57,0
2014,0,1.15,57,0
2015,2,1.15,58,0.0344827586206897
2016,3,1.15,60,0.05
2017,1,1.15,69,0.0144927536231884
2018,2,1.15,62,0.032258064516129
1969,0,1.2,32,0
1970,0,1.2,35,0
1971,0,1.2,44,0
1972,1,1.2,49,0.0204081632653061
1973,1,1.2,41,0.024390243902439
1974,1,1.2,45,0.0222222222222222
1975,1,1.2,36,0.0277777777777778
1976,0,1.2,33,0
1977,1,1.2,55,0.0181818181818182
1978,1,1.2,35,0.0285714285714286
1979,1,1.2,42,0.0238095238095238
1980,2,1.2,45,0.0444444444444444
1981,0,1.2,37,0
1982,1,1.2,38,0.0263157894736842
1983,0,1.2,35,0
1984,1,1.2,41,0.024390243902439
1985,1,1.2,55,0.0181818181818182
1986,1,1.2,47,0.0212765957446809
1987,0,1.2,36,0
1988,0,1.2,36,0
1989,0,1.2,46,0
1990,2,1.2,51,0.0392156862745098
1991,2,1.2,43,0.0465116279069767
1992,3,1.2,45,0.0666666666666667
1993,1,1.2,44,0.0227272727272727
1994,2,1.2,38,0.0526315789473684
1995,3,1.2,47,0.0638297872340425
1996,1,1.2,38,0.0263157894736842
1997,3,1.2,36,0.0833333333333333
1998,2,1.2,52,0.0384615384615385
1999,2,1.2,49,0.0408163265306122
2000,2,1.2,52,0.0384615384615385
2001,3,1.2,67,0.0447761194029851
2002,1,1.2,46,0.0217391304347826
2003,2,1.2,44,0.0454545454545455
2004,0,1.2,49,0
2005,1,1.2,44,0.0227272727272727
2006,0,1.2,50,0
2007,4,1.2,65,0.0615384615384615
2008,1,1.2,53,0.0188679245283019
2009,3,1.2,48,0.0625
2010,1,1.2,51,0.0196078431372549
2011,1,1.2,58,0.0172413793103448
2012,1,1.2,56,0.0178571428571429
2013,0,1.2,57,0
2014,0,1.2,57,0
2015,1,1.2,58,0.0172413793103448
2016,3,1.2,60,0.05
2017,1,1.2,69,0.0144927536231884
2018,2,1.2,62,0.032258064516129
1969,0,1.25,32,0
1970,0,1.25,35,0
1971,0,1.25,44,0
1972,1,1.25,49,0.0204081632653061
1973,1,1.25,41,0.024390243902439
1974,1,1.25,45,0.0222222222222222
1975,1,1.25,36,0.0277777777777778
1976,0,1.25,33,0
1977,1,1.25,55,0.0181818181818182
1978,1,1.25,35,0.0285714285714286
1979,1,1.25,42,0.0238095238095238
1980,2,1.25,45,0.0444444444444444
1981,0,1.25,37,0
1982,1,1.25,38,0.0263157894736842
1983,0,1.25,35,0
1984,0,1.25,41,0
1985,1,1.25,55,0.0181818181818182
1986,1,1.25,47,0.0212765957446809
1987,0,1.25,36,0
1988,0,1.25,36,0
1989,0,1.25,46,0
1990,2,1.25,51,0.0392156862745098
1991,2,1.25,43,0.0465116279069767
1992,3,1.25,45,0.0666666666666667
1993,1,1.25,44,0.0227272727272727
1994,2,1.25,38,0.0526315789473684
1995,2,1.25,47,0.0425531914893617
1996,1,1.25,38,0.0263157894736842
1997,3,1.25,36,0.0833333333333333
1998,2,1.25,52,0.0384615384615385
1999,1,1.25,49,0.0204081632653061
2000,2,1.25,52,0.0384615384615385
2001,3,1.25,67,0.0447761194029851
2002,1,1.25,46,0.0217391304347826
2003,0,1.25,44,0
2004,0,1.25,49,0
2005,1,1.25,44,0.0227272727272727
2006,0,1.25,50,0
2007,3,1.25,65,0.0461538461538462
2008,1,1.25,53,0.0188679245283019
2009,3,1.25,48,0.0625
2010,1,1.25,51,0.0196078431372549
2011,1,1.25,58,0.0172413793103448
2012,1,1.25,56,0.0178571428571429
2013,0,1.25,57,0
2014,0,1.25,57,0
